Sector,Community Name,Category,Crime Count,Date,Year,Month,ID,Resident Count,Community Center Point,Calgary Communities,Ward Boundaries 2013-2017,Ward Boundaries,City Quadrants
NORTHWEST,ROCKY RIDGE,Theft FROM Vehicle,1,2019/06,2019,JUN,2019-JUN-ROCKY RIDGE-Theft FROM Vehicle,,POINT (-114.245899 51.14421495),193,9,13,2
CENTRE,LOWER MOUNT ROYAL,Violence Other (Non-domestic),1,2019/11,2019,NOV,2019-NOV-LOWER MOUNT ROYAL-Violence Other (Non-domestic),,POINT (-114.0865003 51.03648181),16,2,14,1
SOUTH,KINGSLAND,Commercial Robbery,1,2019/08,2019,AUG,2019-AUG-KINGSLAND-Commercial Robbery,,POINT (-114.0773652 50.98688939),120,5,8,1
WEST,RUTLAND PARK,Break & Enter - Commercial,1,2019/10,2019,OCT,2019-OCT-RUTLAND PARK-Break & Enter - Commercial,,POINT (-114.1373616 51.01899179),183,2,8,1
CENTRE,MOUNT PLEASANT,Break & Enter - Dwelling,1,2019/05,2019,MAY,2019-MAY-MOUNT PLEASANT-Break & Enter - Dwelling,,POINT (-114.0760278 51.0742307),17,7,7,2
NORTH,HARVEST HILLS,Theft OF Vehicle,1,2019/11,2019,NOV,2019-NOV-HARVEST HILLS-Theft OF Vehicle,,POINT (-114.052778 51.14767759),27,12,11,4
NORTH,MACEWAN GLEN,Theft OF Vehicle,1,2019/06,2019,JUN,2019-JUN-MACEWAN GLEN-Theft OF Vehicle,,POINT (-114.1152135 51.13771904),146,4,2,2
CENTRE,RICHMOND,Assault (Non-domestic),1,2019/10,2019,OCT,2019-OCT-RICHMOND-Assault (Non-domestic),,POINT (-114.1184225 51.02970543),181,2,14,1
SOUTH,WILLOW PARK,Violence Other (Non-domestic),1,2019/04,2019,APR,2019-APR-WILLOW PARK-Violence Other (Non-domestic),,POINT (-114.0562019 50.95661927),89,5,6,3
CENTRE,SUNALTA,Violence Other (Non-domestic),1,2019/06,2019,JUN,2019-JUN-SUNALTA-Violence Other (Non-domestic),,POINT (-114.1014677 51.04295864),136,2,14,1
SOUTH,FAIRVIEW,Break & Enter - Dwelling,1,2019/11,2019,NOV,2019-NOV-FAIRVIEW-Break & Enter - Dwelling,,POINT (-114.0603384 50.98538171),284,11,10,3
NORTHWEST,01B,Theft FROM Vehicle,1,2019/06,2019,JUN,2019-JUN-01B-Theft FROM Vehicle,,POINT (-114.2424797 51.10282601),150,9,13,2
,10A,Break & Enter - Commercial,1,2019/09,2019,SEP,2019-SEP-10A-Break & Enter - Commercial,,,,,,
CENTRE,SUNNYSIDE,Assault (Non-domestic),1,2019/03,2019,MAR,2019-MAR-SUNNYSIDE-Assault (Non-domestic),,POINT (-114.0790263 51.0564192),62,7,7,2
SOUTHEAST,COPPERFIELD,Street Robbery,1,2019/11,2019,NOV,2019-NOV-COPPERFIELD-Street Robbery,,POINT (-113.9294598 50.91781022),96,8,4,3
SOUTHEAST,COPPERFIELD,Commercial Robbery,1,2019/11,2019,NOV,2019-NOV-COPPERFIELD-Commercial Robbery,,POINT (-113.9294598 50.91781022),96,8,4,3
NORTHEAST,MERIDIAN,Break & Enter - Other Premises,1,2019/04,2019,APR,2019-APR-MERIDIAN-Break & Enter - Other Premises,,POINT (-113.9965134 51.05658668),166,3,12,4
CENTRE,PARKDALE,Break & Enter - Commercial,1,2019/09,2019,SEP,2019-SEP-PARKDALE-Break & Enter - Commercial,,POINT (-114.1353371 51.0599427),91,7,7,2
EAST,FOREST HEIGHTS,Break & Enter - Commercial,1,2019/03,2019,MAR,2019-MAR-FOREST HEIGHTS-Break & Enter - Commercial,,POINT (-113.9687717 51.04923737),194,11,12,3
CENTRE,MANCHESTER INDUSTRIAL,Commercial Robbery,1,2019/01,2019,JAN,2019-JAN-MANCHESTER INDUSTRIAL-Commercial Robbery,,POINT (-114.0572665 51.0132571),160,11,10,3
NORTHWEST,CITADEL,Break & Enter - Commercial,1,2019/01,2019,JAN,2019-JAN-CITADEL-Break & Enter - Commercial,,POINT (-114.1839168 51.14453595),247,10,3,2
SOUTH,WOODBINE,Theft OF Vehicle,1,2019/01,2019,JAN,2019-JAN-WOODBINE-Theft OF Vehicle,,POINT (-114.1296287 50.93961085),43,6,5,1
NORTHEAST,REDSTONE,Theft OF Vehicle,1,2019/10,2019,OCT,2019-OCT-REDSTONE-Theft OF Vehicle,,POINT (-113.9577946 51.17044617),3,1,11,4
NORTH,KINCORA,Assault (Non-domestic),1,2019/10,2019,OCT,2019-OCT-KINCORA-Assault (Non-domestic),,POINT (-114.1328651 51.16026671),220,10,3,2
NORTH,EVANSTON,Break & Enter - Other Premises,1,2019/06,2019,JUN,2019-JUN-EVANSTON-Break & Enter - Other Premises,,POINT (-114.1124511 51.17111759),237,10,3,2
WEST,LAKEVIEW,Break & Enter - Dwelling,1,2019/06,2019,JUN,2019-JUN-LAKEVIEW-Break & Enter - Dwelling,,POINT (-114.1296334 50.99977294),129,5,8,1
CENTRE,LOWER MOUNT ROYAL,Theft OF Vehicle,1,2019/04,2019,APR,2019-APR-LOWER MOUNT ROYAL-Theft OF Vehicle,,POINT (-114.0865003 51.03648181),16,2,14,1
NORTH,COVENTRY HILLS,Break & Enter - Dwelling,1,2019/01,2019,JAN,2019-JAN-COVENTRY HILLS-Break & Enter - Dwelling,,POINT (-114.0531434 51.16490633),251,12,11,4
WEST,SPRUCE CLIFF,Assault (Non-domestic),1,2019/11,2019,NOV,2019-NOV-SPRUCE CLIFF-Assault (Non-domestic),,POINT (-114.1362821 51.04860967),118,2,14,1
CENTRE,ROSEMONT,Break & Enter - Commercial,1,2019/08,2019,AUG,2019-AUG-ROSEMONT-Break & Enter - Commercial,,POINT (-114.090043 51.0783942),92,4,7,2
NORTH,HIDDEN VALLEY,Theft FROM Vehicle,1,2019/12,2019,DEC,2019-DEC-HIDDEN VALLEY-Theft FROM Vehicle,,POINT (-114.1196092 51.15193708),25,12,2,2
NORTHEAST,CORAL SPRINGS,Theft OF Vehicle,1,2019/07,2019,JUL,2019-JUL-CORAL SPRINGS-Theft OF Vehicle,,POINT (-113.9269485 51.10335277),293,3,9,4
NORTHEAST,HORIZON,Assault (Non-domestic),1,2019/11,2019,NOV,2019-NOV-HORIZON-Assault (Non-domestic),,POINT (-113.9917119 51.0899013),71,3,9,4
NORTHWEST,CHARLESWOOD,Theft OF Vehicle,1,2019/06,2019,JUN,2019-JUN-CHARLESWOOD-Theft OF Vehicle,,POINT (-114.1121819 51.09012582),125,4,7,2
CENTRE,CAPITOL HILL,Commercial Robbery,1,2019/06,2019,JUN,2019-JUN-CAPITOL HILL-Commercial Robbery,,POINT (-114.0946516 51.07266169),63,7,7,2
CENTRE,MEADOWLARK PARK,Break & Enter - Dwelling,1,2019/09,2019,SEP,2019-SEP-MEADOWLARK PARK-Break & Enter - Dwelling,,POINT (-114.0773554 50.99782963),64,5,8,1
NORTHWEST,DALHOUSIE,Street Robbery,1,2019/10,2019,OCT,2019-OCT-DALHOUSIE-Street Robbery,,POINT (-114.1581646 51.10941383),38,4,7,2
EAST,RED CARPET,Theft FROM Vehicle,1,2019/03,2019,MAR,2019-MAR-RED CARPET-Theft FROM Vehicle,,POINT (-113.9387732 51.04251444),103,11,12,3
CENTRE,GREENVIEW INDUSTRIAL PARK,Theft OF Vehicle,1,2019/05,2019,MAY,2019-MAY-GREENVIEW INDUSTRIAL PARK-Theft OF Vehicle,,POINT (-114.049051 51.0865154),239,4,2,4
NORTHEAST,MONTEREY PARK,Commercial Robbery,1,2019/04,2019,APR,2019-APR-MONTEREY PARK-Commercial Robbery,,POINT (-113.926851 51.08145946),161,3,9,4
NORTHWEST,BRENTWOOD,Assault (Non-domestic),1,2019/12,2019,DEC,2019-DEC-BRENTWOOD-Assault (Non-domestic),,POINT (-114.1359145 51.0960662),50,4,7,2
NORTHEAST,SADDLE RIDGE INDUSTRIAL,Break & Enter - Other Premises,1,2019/10,2019,OCT,2019-OCT-SADDLE RIDGE INDUSTRIAL-Break & Enter - Other Premises,,POINT (-113.9757297 51.12518951),74,1,11,4
NORTHEAST,SOUTH AIRWAYS,Assault (Non-domestic),1,2019/09,2019,SEP,2019-SEP-SOUTH AIRWAYS-Assault (Non-domestic),,POINT (-114.0052957 51.07421919),106,3,9,4
SOUTH,WOODLANDS,Street Robbery,1,2019/07,2019,JUL,2019-JUL-WOODLANDS-Street Robbery,,POINT (-114.1063436 50.94112),216,6,5,1
CENTRE,BURNS INDUSTRIAL,Theft FROM Vehicle,1,2019/06,2019,JUN,2019-JUN-BURNS INDUSTRIAL-Theft FROM Vehicle,,POINT (-114.0396858 50.99866592),109,11,10,3
NORTH,NORTH HAVEN UPPER,Break & Enter - Other Premises,1,2019/09,2019,SEP,2019-SEP-NORTH HAVEN UPPER-Break & Enter - Other Premises,,POINT (-114.0853543 51.10440179),49,4,2,2
SOUTH,QUEENSLAND,Assault (Non-domestic),1,2019/02,2019,FEB,2019-FEB-QUEENSLAND-Assault (Non-domestic),,POINT (-114.0225683 50.93822092),215,13,6,3
NORTH,SAGE HILL,Break & Enter - Other Premises,1,2019/03,2019,MAR,2019-MAR-SAGE HILL-Break & Enter - Other Premises,,POINT (-114.1407048 51.17561697),265,10,3,2
EAST,ERIN WOODS,Theft OF Vehicle,1,2019/01,2019,JAN,2019-JAN-ERIN WOODS-Theft OF Vehicle,,POINT (-113.9676066 51.02105117),35,11,12,3
SOUTH,QUEENSLAND,Theft FROM Vehicle,1,2019/12,2019,DEC,2019-DEC-QUEENSLAND-Theft FROM Vehicle,,POINT (-114.0225683 50.93822092),215,13,6,3
CENTRE,BRITANNIA,Break & Enter - Dwelling,1,2019/10,2019,OCT,2019-OCT-BRITANNIA-Break & Enter - Dwelling,,POINT (-114.0863149 51.01267454),279,5,8,1
NORTHEAST,CASTLERIDGE,Break & Enter - Dwelling,1,2019/08,2019,AUG,2019-AUG-CASTLERIDGE-Break & Enter - Dwelling,,POINT (-113.9610297 51.10525413),119,1,9,4
CENTRE,CAMBRIAN HEIGHTS,Theft FROM Vehicle,1,2019/06,2019,JUN,2019-JUN-CAMBRIAN HEIGHTS-Theft FROM Vehicle,,POINT (-114.089379 51.08433917),276,4,7,2
,05C,Break & Enter - Commercial,1,2019/05,2019,MAY,2019-MAY-05C-Break & Enter - Commercial,,,,,,
NORTHEAST,DEERFOOT BUSINESS CENTRE,Assault (Non-domestic),1,2019/05,2019,MAY,2019-MAY-DEERFOOT BUSINESS CENTRE-Assault (Non-domestic),,POINT (-114.0383269 51.11209775),111,1,11,4
CENTRE,DOWNTOWN WEST END,Theft OF Vehicle,1,2019/03,2019,MAR,2019-MAR-DOWNTOWN WEST END-Theft OF Vehicle,,POINT (-114.0877797 51.04796931),45,2,14,1
EAST,ALBERT PARK/RADISSON HEIGHTS,Commercial Robbery,1,2019/09,2019,SEP,2019-SEP-ALBERT PARK/RADISSON HEIGHTS-Commercial Robbery,,POINT (-113.9967838 51.04454101),121,11,12,3
CENTRE,RICHMOND,Commercial Robbery,1,2019/09,2019,SEP,2019-SEP-RICHMOND-Commercial Robbery,,POINT (-114.1184225 51.02970543),181,2,14,1
CENTRE,SUNNYSIDE,Violence Other (Non-domestic),1,2019/05,2019,MAY,2019-MAY-SUNNYSIDE-Violence Other (Non-domestic),,POINT (-114.0790263 51.0564192),62,7,7,2
NORTH,SAGE HILL,Theft OF Vehicle,1,2019/06,2019,JUN,2019-JUN-SAGE HILL-Theft OF Vehicle,,POINT (-114.1407048 51.17561697),265,10,3,2
NORTHWEST,UNIVERSITY HEIGHTS,Theft OF Vehicle,1,2019/03,2019,MAR,2019-MAR-UNIVERSITY HEIGHTS-Theft OF Vehicle,,POINT (-114.1330762 51.07039132),274,7,13,2
WEST,SPRUCE CLIFF,Violence Other (Non-domestic),1,2019/01,2019,JAN,2019-JAN-SPRUCE CLIFF-Violence Other (Non-domestic),,POINT (-114.1362821 51.04860967),118,2,14,1
SOUTH,PALLISER,Violence Other (Non-domestic),1,2019/09,2019,SEP,2019-SEP-PALLISER-Violence Other (Non-domestic),,POINT (-114.1121538 50.96676469),66,5,8,1
CENTRE,HOUNSFIELD HEIGHTS/BRIAR HILL,Break & Enter - Dwelling,1,2019/06,2019,JUN,2019-JUN-HOUNSFIELD HEIGHTS/BRIAR HILL-Break & Enter - Dwelling,,POINT (-114.1057282 51.06319785),152,7,7,2
SOUTH,WALDEN,Break & Enter - Dwelling,1,2019/07,2019,JUL,2019-JUL-WALDEN-Break & Enter - Dwelling,,POINT (-114.0325896 50.87040629),135,13,6,3
CENTRE,SHAGANAPPI,Theft FROM Vehicle,1,2019/01,2019,JAN,2019-JAN-SHAGANAPPI-Theft FROM Vehicle,,POINT (-114.1266428 51.04520482),198,2,14,1
SOUTH,QUEENSLAND,Commercial Robbery,1,2019/02,2019,FEB,2019-FEB-QUEENSLAND-Commercial Robbery,,POINT (-114.0225683 50.93822092),215,13,6,3
NORTHWEST,CITADEL,Assault (Non-domestic),1,2019/10,2019,OCT,2019-OCT-CITADEL-Assault (Non-domestic),,POINT (-114.1839168 51.14453595),247,10,3,2
NORTHWEST,MONTGOMERY,Break & Enter - Commercial,1,2019/12,2019,DEC,2019-DEC-MONTGOMERY-Break & Enter - Commercial,,POINT (-114.1622756 51.07110788),24,7,13,2
CENTRE,CAMBRIAN HEIGHTS,Assault (Non-domestic),1,2019/10,2019,OCT,2019-OCT-CAMBRIAN HEIGHTS-Assault (Non-domestic),,POINT (-114.089379 51.08433917),276,4,7,2
SOUTHEAST,EAST SHEPARD INDUSTRIAL,Theft OF Vehicle,1,2019/08,2019,AUG,2019-AUG-EAST SHEPARD INDUSTRIAL-Theft OF Vehicle,,POINT (-113.9509567 50.95124451),79,8,4,3
WEST,GARRISON GREEN,Theft FROM Vehicle,1,2019/09,2019,SEP,2019-SEP-GARRISON GREEN-Theft FROM Vehicle,,POINT (-114.1247443 51.00308894),210,2,8,1
WEST,GLENBROOK,Break & Enter - Other Premises,1,2019/10,2019,OCT,2019-OCT-GLENBROOK-Break & Enter - Other Premises,,POINT (-114.1526865 51.02420341),298,14,1,1
NORTHWEST,ROCKY RIDGE,Theft FROM Vehicle,1,2019/08,2019,AUG,2019-AUG-ROCKY RIDGE-Theft FROM Vehicle,,POINT (-114.245899 51.14421495),193,9,13,2
SOUTH,GLENDEER BUSINESS PARK,Theft FROM Vehicle,1,2019/01,2019,JAN,2019-JAN-GLENDEER BUSINESS PARK-Theft FROM Vehicle,,POINT (-114.0320551 50.990122),110,11,10,3
EAST,EASTFIELD,Theft FROM Vehicle,1,2019/05,2019,MAY,2019-MAY-EASTFIELD-Theft FROM Vehicle,,POINT (-113.9700729 51.01193851),101,11,12,3
SOUTH,OAKRIDGE,Theft OF Vehicle,1,2019/07,2019,JUL,2019-JUL-OAKRIDGE-Theft OF Vehicle,,POINT (-114.1296091 50.96973921),217,5,8,1
CENTRE,CHINATOWN,Break & Enter - Dwelling,1,2019/07,2019,JUL,2019-JUL-CHINATOWN-Break & Enter - Dwelling,,POINT (-114.0655201 51.052827),21,7,7,1
NORTHEAST,SKYVIEW RANCH,Break & Enter - Other Premises,1,2019/12,2019,DEC,2019-DEC-SKYVIEW RANCH-Break & Enter - Other Premises,,POINT (-113.9583746 51.15612673),12,1,11,4
CENTRE,BELTLINE,Commercial Robbery,1,2019/06,2019,JUN,2019-JUN-BELTLINE-Commercial Robbery,,POINT (-114.0551888 51.03743793),260,5,14,3
CENTRE,MISSION,Violence Other (Non-domestic),1,2019/02,2019,FEB,2019-FEB-MISSION-Violence Other (Non-domestic),,POINT (-114.0680832 51.0331584),297,5,14,1
NORTHWEST,VARSITY,Commercial Robbery,1,2019/12,2019,DEC,2019-DEC-VARSITY-Commercial Robbery,,POINT (-114.1625953 51.09600131),269,9,13,2
NORTHEAST,SADDLE RIDGE INDUSTRIAL,Violence Other (Non-domestic),1,2019/05,2019,MAY,2019-MAY-SADDLE RIDGE INDUSTRIAL-Violence Other (Non-domestic),,POINT (-113.9757297 51.12518951),74,1,11,4
CENTRE,BANKVIEW,Break & Enter - Other Premises,1,2019/09,2019,SEP,2019-SEP-BANKVIEW-Break & Enter - Other Premises,,POINT (-114.1004892 51.03413124),208,2,14,1
SOUTH,WOODBINE,Break & Enter - Commercial,1,2019/09,2019,SEP,2019-SEP-WOODBINE-Break & Enter - Commercial,,POINT (-114.1296287 50.93961085),43,6,5,1
NORTH,NOLAN HILL,Theft OF Vehicle,1,2019/04,2019,APR,2019-APR-NOLAN HILL-Theft OF Vehicle,,POINT (-114.1663394 51.17533568),188,10,3,2
CENTRE,RICHMOND,Break & Enter - Dwelling,1,2019/10,2019,OCT,2019-OCT-RICHMOND-Break & Enter - Dwelling,,POINT (-114.1184225 51.02970543),181,2,14,1
SOUTH,KELVIN GROVE,Break & Enter - Commercial,1,2019/12,2019,DEC,2019-DEC-KELVIN GROVE-Break & Enter - Commercial,,POINT (-114.0890245 50.98977222),29,5,8,1
SOUTH,SOMERSET,Break & Enter - Commercial,1,2019/03,2019,MAR,2019-MAR-SOMERSET-Break & Enter - Commercial,,POINT (-114.0813075 50.89869686),55,6,5,1
SOUTH,SOMERSET,Street Robbery,1,2019/09,2019,SEP,2019-SEP-SOMERSET-Street Robbery,,POINT (-114.0813075 50.89869686),55,6,5,1
NORTHEAST,STONEY 3,Theft FROM Vehicle,1,2019/08,2019,AUG,2019-AUG-STONEY 3-Theft FROM Vehicle,,POINT (-113.9758351 51.14703269),107,1,11,4
NORTHEAST,FALCONRIDGE,Commercial Robbery,1,2019/08,2019,AUG,2019-AUG-FALCONRIDGE-Commercial Robbery,,POINT (-113.945375 51.10330638),56,1,9,4
CENTRE,BELTLINE,Commercial Robbery,1,2019/02,2019,FEB,2019-FEB-BELTLINE-Commercial Robbery,,POINT (-114.0551888 51.03743793),260,5,14,3
SOUTH,PUMP HILL,Break & Enter - Dwelling,1,2019/04,2019,APR,2019-APR-PUMP HILL-Break & Enter - Dwelling,,POINT (-114.1007876 50.9668273),127,5,8,1
SOUTH,BRAESIDE,Break & Enter - Dwelling,1,2019/05,2019,MAY,2019-MAY-BRAESIDE-Break & Enter - Dwelling,,POINT (-114.1063532 50.95600012),23,5,8,1
SOUTHEAST,12B,Theft FROM Vehicle,1,2019/06,2019,JUN,2019-JUN-12B-Theft FROM Vehicle,,POINT (-113.8986865 50.93923166),211,8,4,3
WEST,LINCOLN PARK,Violence Other (Non-domestic),1,2019/11,2019,NOV,2019-NOV-LINCOLN PARK-Violence Other (Non-domestic),,POINT (-114.1295569 51.01009069),42,2,8,1
NORTHWEST,BRENTWOOD,Break & Enter - Dwelling,1,2019/11,2019,NOV,2019-NOV-BRENTWOOD-Break & Enter - Dwelling,,POINT (-114.1359145 51.0960662),50,4,7,2
CENTRE,MANCHESTER INDUSTRIAL,Assault (Non-domestic),1,2019/12,2019,DEC,2019-DEC-MANCHESTER INDUSTRIAL-Assault (Non-domestic),,POINT (-114.0572665 51.0132571),160,11,10,3
NORTH,MACEWAN GLEN,Assault (Non-domestic),1,2019/03,2019,MAR,2019-MAR-MACEWAN GLEN-Assault (Non-domestic),,POINT (-114.1152135 51.13771904),146,4,2,2
NORTHWEST,ROYAL OAK,Break & Enter - Commercial,1,2019/11,2019,NOV,2019-NOV-ROYAL OAK-Break & Enter - Commercial,,POINT (-114.2199214 51.14270584),252,9,3,2
CENTRE,RENFREW,Violence Other (Non-domestic),1,2019/03,2019,MAR,2019-MAR-RENFREW-Violence Other (Non-domestic),,POINT (-114.0391758 51.05965845),171,11,10,4
SOUTH,SUNDANCE,Break & Enter - Commercial,1,2019/12,2019,DEC,2019-DEC-SUNDANCE-Break & Enter - Commercial,,POINT (-114.0420486 50.9015551),52,13,6,3
SOUTH,BRAESIDE,Theft FROM Vehicle,1,2019/03,2019,MAR,2019-MAR-BRAESIDE-Theft FROM Vehicle,,POINT (-114.1063532 50.95600012),23,5,8,1
SOUTHEAST,AUBURN BAY,Violence Other (Non-domestic),1,2019/04,2019,APR,2019-APR-AUBURN BAY-Violence Other (Non-domestic),,POINT (-113.9578173 50.89270535),95,8,4,3
NORTHWEST,TUSCANY,Violence Other (Non-domestic),1,2019/06,2019,JUN,2019-JUN-TUSCANY-Violence Other (Non-domestic),,POINT (-114.2407907 51.12188985),158,9,13,2
NORTHEAST,MAYLAND HEIGHTS,Break & Enter - Other Premises,1,2019/11,2019,NOV,2019-NOV-MAYLAND HEIGHTS-Break & Enter - Other Premises,,POINT (-114.0133252 51.06082771),140,3,12,4
NORTHEAST,MONTEREY PARK,Street Robbery,1,2019/02,2019,FEB,2019-FEB-MONTEREY PARK-Street Robbery,,POINT (-113.926851 51.08145946),161,3,9,4
CENTRE,SCARBORO/ SUNALTA WEST,Theft FROM Vehicle,1,2019/01,2019,JAN,2019-JAN-SCARBORO/ SUNALTA WEST-Theft FROM Vehicle,,POINT (-114.1148588 51.04219483),206,2,14,1
NORTH,COVENTRY HILLS,Violence Other (Non-domestic),1,2019/01,2019,JAN,2019-JAN-COVENTRY HILLS-Violence Other (Non-domestic),,POINT (-114.0531434 51.16490633),251,12,11,4
CENTRE,UPPER MOUNT ROYAL,Assault (Non-domestic),1,2019/12,2019,DEC,2019-DEC-UPPER MOUNT ROYAL-Assault (Non-domestic),,POINT (-114.0850279 51.02996708),271,2,14,1
WEST,COUGAR RIDGE,Theft FROM Vehicle,1,2019/12,2019,DEC,2019-DEC-COUGAR RIDGE-Theft FROM Vehicle,,POINT (-114.2090872 51.07188944),128,14,1,1
EAST,EASTFIELD,Break & Enter - Commercial,1,2019/10,2019,OCT,2019-OCT-EASTFIELD-Break & Enter - Commercial,,POINT (-113.9700729 51.01193851),101,11,12,3
WEST,PATTERSON,Theft FROM Vehicle,1,2019/09,2019,SEP,2019-SEP-PATTERSON-Theft FROM Vehicle,,POINT (-114.1770501 51.06383944),275,14,1,1
NORTH,COUNTRY HILLS VILLAGE,Theft OF Vehicle,1,2019/08,2019,AUG,2019-AUG-COUNTRY HILLS VILLAGE-Theft OF Vehicle,,POINT (-114.0613954 51.15820385),264,12,11,4
NORTHWEST,CHARLESWOOD,Theft OF Vehicle,1,2019/07,2019,JUL,2019-JUL-CHARLESWOOD-Theft OF Vehicle,,POINT (-114.1121819 51.09012582),125,4,7,2
SOUTH,SHAWNEE SLOPES,Street Robbery,1,2019/11,2019,NOV,2019-NOV-SHAWNEE SLOPES-Street Robbery,,POINT (-114.085803 50.9261889),32,6,5,1
WEST,ASPEN WOODS,Violence Other (Non-domestic),1,2019/12,2019,DEC,2019-DEC-ASPEN WOODS-Violence Other (Non-domestic),,POINT (-114.2078763 51.04513097),48,14,1,1
SOUTHEAST,12J,Break & Enter - Commercial,1,2019/09,2019,SEP,2019-SEP-12J-Break & Enter - Commercial,,POINT (-113.8834625 50.88357576),205,8,4,3
NORTH,LIVINGSTON,Theft OF Vehicle,1,2019/11,2019,NOV,2019-NOV-LIVINGSTON-Theft OF Vehicle,,POINT (-114.0655067 51.18550406),246,12,11,4
CENTRE,MEADOWLARK PARK,Theft OF Vehicle,1,2019/05,2019,MAY,2019-MAY-MEADOWLARK PARK-Theft OF Vehicle,,POINT (-114.0773554 50.99782963),64,5,8,1
CENTRE,BEL-AIRE,Break & Enter - Dwelling,1,2019/09,2019,SEP,2019-SEP-BEL-AIRE-Break & Enter - Dwelling,,POINT (-114.0889412 50.99944255),285,5,8,1
SOUTH,ACADIA,Violence Other (Non-domestic),1,2019/02,2019,FEB,2019-FEB-ACADIA-Violence Other (Non-domestic),,POINT (-114.0536982 50.97240921),174,5,10,3
CENTRE,CAMBRIAN HEIGHTS,Break & Enter - Other Premises,1,2019/04,2019,APR,2019-APR-CAMBRIAN HEIGHTS-Break & Enter - Other Premises,,POINT (-114.089379 51.08433917),276,4,7,2
WEST,GLENDALE,Theft OF Vehicle,1,2019/04,2019,APR,2019-APR-GLENDALE-Theft OF Vehicle,,POINT (-114.1527402 51.03337804),41,14,1,1
NORTH,COUNTRY HILLS,Violence Other (Non-domestic),1,2019/07,2019,JUL,2019-JUL-COUNTRY HILLS-Violence Other (Non-domestic),,POINT (-114.0798938 51.14377568),172,12,2,2
CENTRE,EAU CLAIRE,Theft OF Vehicle,1,2019/06,2019,JUN,2019-JUN-EAU CLAIRE-Theft OF Vehicle,,POINT (-114.0728209 51.05360699),295,7,7,1
SOUTHEAST,MCKENZIE LAKE,Theft OF Vehicle,1,2019/09,2019,SEP,2019-SEP-MCKENZIE LAKE-Theft OF Vehicle,,POINT (-113.9881813 50.91488084),296,13,4,3
CENTRE,PARKHILL,Assault (Non-domestic),1,2019/07,2019,JUL,2019-JUL-PARKHILL-Assault (Non-domestic),,POINT (-114.0655518 51.01817361),60,5,10,1
SOUTH,WOODBINE,Theft OF Vehicle,1,2019/11,2019,NOV,2019-NOV-WOODBINE-Theft OF Vehicle,,POINT (-114.1296287 50.93961085),43,6,5,1
SOUTH,SHAWNESSY,Break & Enter - Dwelling,1,2019/11,2019,NOV,2019-NOV-SHAWNESSY-Break & Enter - Dwelling,,POINT (-114.0737568 50.90330333),115,6,5,1
NORTHEAST,ABBEYDALE,Commercial Robbery,1,2019/11,2019,NOV,2019-NOV-ABBEYDALE-Commercial Robbery,,POINT (-113.9277939 51.05952012),94,3,12,4
CENTRE,BELTLINE,Street Robbery,1,2019/06,2019,JUN,2019-JUN-BELTLINE-Street Robbery,,POINT (-114.0551888 51.03743793),260,5,14,3
WEST,COACH HILL,Theft OF Vehicle,1,2019/06,2019,JUN,2019-JUN-COACH HILL-Theft OF Vehicle,,POINT (-114.1829309 51.05834507),189,14,1,1
SOUTHEAST,SOUTH FOOTHILLS,Theft OF Vehicle,1,2019/01,2019,JAN,2019-JAN-SOUTH FOOTHILLS-Theft OF Vehicle,,POINT (-113.9736427 50.97126883),105,8,10,3
NORTHEAST,MARLBOROUGH,Violence Other (Non-domestic),1,2019/07,2019,JUL,2019-JUL-MARLBOROUGH-Violence Other (Non-domestic),,POINT (-113.969988 51.0595454),77,3,12,4
NORTH,02K,Break & Enter - Commercial,1,2019/07,2019,JUL,2019-JUL-02K-Break & Enter - Commercial,,POINT (-114.1805884 51.19042747),225,10,3,2
CENTRE,BANKVIEW,Assault (Non-domestic),1,2019/06,2019,JUN,2019-JUN-BANKVIEW-Assault (Non-domestic),,POINT (-114.1004892 51.03413124),208,2,14,1
EAST,STARFIELD,Theft OF Vehicle,1,2019/06,2019,JUN,2019-JUN-STARFIELD-Theft OF Vehicle,,POINT (-113.9400361 51.00143654),14,11,10,3
SOUTH,EVERGREEN,Break & Enter - Commercial,1,2019/09,2019,SEP,2019-SEP-EVERGREEN-Break & Enter - Commercial,,POINT (-114.1153249 50.91871439),39,6,5,1
SOUTH,SOMERSET,Theft FROM Vehicle,1,2019/11,2019,NOV,2019-NOV-SOMERSET-Theft FROM Vehicle,,POINT (-114.0813075 50.89869686),55,6,5,1
CENTRE,HIGHLAND PARK,Theft OF Vehicle,1,2019/05,2019,MAY,2019-MAY-HIGHLAND PARK-Theft OF Vehicle,,POINT (-114.062069 51.0880224),259,4,2,4
NORTHEAST,TEMPLE,Break & Enter - Commercial,1,2019/06,2019,JUN,2019-JUN-TEMPLE-Break & Enter - Commercial,,POINT (-113.9467677 51.08879459),22,3,9,4
WEST,CANADA OLYMPIC PARK,Violence Other (Non-domestic),1,2019/08,2019,AUG,2019-AUG-CANADA OLYMPIC PARK-Violence Other (Non-domestic),,POINT (-114.2167052 51.08124148),4,14,13,1
NORTHWEST,CITADEL,Break & Enter - Commercial,1,2019/06,2019,JUN,2019-JUN-CITADEL-Break & Enter - Commercial,,POINT (-114.1839168 51.14453595),247,10,3,2
